"APP ID"	"Date Announced"	"CIA_Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1120293	2016-12-03	"Prof Wayne Phillips"	"Project Grants"	"Standard Project Grant"	"A new paradigm for targeting mutant p53 tumours"	"University of Melbourne"	"VIC"	"University"	"2017"	"2020"	901656	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"p53"	"targeted therapy"	"cancer biology"	"oesophageal cancer"	"novel therapies"	"Over half of all cancers contain mutations in a gene called TP53, also known as the “guardian of the genome”. Mutation of TP53 provides tumour cells with a growth advantage, and leads to resistance to chemotherapy and poor outcomes for patients. We have identified a potential “Achilles heel” in cancers with TP53 mutations. In this project we will establish a new paradigm for treating tumours with TP53 mutations that will be applicable to a large number of patients across all types of cancer."
1120298	2016-12-03	"Prof Ian Paulsen"	"Project Grants"	"Standard Project Grant"	"Circuit Breaker: Investigating the regulatory circuits controlling expression of drug efflux pumps in the nosocomial pathogen Acinetobacter baumannii"	"Macquarie University"	"NSW"	"University"	"2017"	"2019"	515243.6	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"multidrug resistance"	"membrane transport"	"regulation"	"microbiology"	"drug transport"	"Hospital-acquired infections caused by drug resistant pathogenic bacteria cost billions of dollars and increase patient pain and morbidity. This research will study the genes controlling multidrug efflux pumps in a major hospital-acquired bacterial pathogen, Acinetobacter baumannii. These efflux pumps make the bacteria resistant to antimicrobials by pumping them out of the cell. The results will allow us to better track drug resistant strains and will inform treatment options."
1120270	2016-12-03	"Dr Linda Wakim"	"Project Grants"	"Standard Project Grant"	"Lodging resident memory T cells along the respiratory tract as an approach to protect against influenza virus infection"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	626555	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"influenza virus"	"CD8 T cells"	"memory T-cells"	"cellular immunology"	"vaccines"	"We have developed methods to deposit highly protective influenza fighting cells along the respiratory tract and we will apply these principles to develop  better influenza virus vaccines"
1120252	2016-12-03	"Prof Philip Hansbro"	"Project Grants"	"Standard Project Grant"	"Elucidating the roles and mechanisms of activation of NLRP3 inflammasomes and developing therapeutic interventions for severe steroid-resistant asthma"	"University of Newcastle"	"NSW"	"University"	"2017"	"2019"	961929	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"asthma"	"asthma severity"	"asthma therapy"	"airway inflammation"	"corticosteroids"	"Severe asthma is a major clinical issue. There are no effective treatments because we don’t understand how it occurs. We have identified a factor called an “inflammasome” that we think causes severe asthma. We have produced a new inhibitor of this factor, and shown experimentally that it may suppress important symptoms of severe asthma. We now aim to work out precisely how this inflammasome causes severe asthma and progress our new inhibitor towards therapeutic development."
1120234	2016-12-03	"Prof Peter Morris"	"Project Grants"	"Standard Project Grant"	"Rapid ferric carboxymaltose infusion (Ferinject) for iron deficiency anaemia in Aboriginal children: a randomised controlled trial"	"Menzies School of Health Research"	"NT"	"Research"	"2017"	"2020"	1236420.7	"Public Health"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"Aboriginal child"	"randomised controlled trial (RCT)"	"anaemia"	"iron deficiency"	"evidence-based clinical practice"	"The “Rapid Iron Infusion Project” will assess whether an intravenous infusion of ferric carboxymaltose (Ferinject) given over 15 minutes in children prior to their discharge from hospital will reduce the risk of ongoing anaemia. The potential benefits of iron infusion include higher haemoglobin levels, fewer painful iron injections over the next 6-9 months, better adherence to recommended treatment, and less use of primary health care resources."
1120237	2016-12-03	"Prof Paul Foster"	"Project Grants"	"Standard Project Grant"	"Characterising the pro-inflammatory role of IL-36¿/IL-36R in pathogen-induced exacerbations of asthma and COPD"	"University of Newcastle"	"NSW"	"University"	"2017"	"2020"	738768	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"asthma"	"chronic obstructive pulmonary disease (COPD)"	"animal model"	"infection"	"cytokines"	"Lung infections cause exacerbations in patients with asthma and COPD and these are difficult to treat and can be life-threatening. We have discovered that the cytokine pathway, IL-36¿/IL-36R, is linked to the host response to bacterial and viral infections that induce exacerbations in these patients. Our studies will provide new insight into the role IL-36¿/IL-36R in infection, disease exacerbation and determine the therapeutic benefit of blocking this pathway."
1120230	2016-12-03	"Dr Antje Blumenthal"	"Project Grants"	"Standard Project Grant"	"Innate immune signalling in Mycobacterium tuberculosis infection"	"University of Queensland"	"QLD"	"University"	"2017"	"2019"	562857	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"macrophage activation"	"Toll-like receptors"	"cytokine secretion"	"Mycobacterium tuberculosis"	"cell signalling"	"Tuberculosis (TB) is a major global health threat that causes 1.5 million deaths every year. This study will characterise a new molecular control  mechanism that optimises the immune response to the bacteria that cause TB and determine how it contributes to controlling the infection. Such  knowledge is essential to help improve patient management and develop better treatments for this devastating disease."
1120233	2016-12-03	"A/Pr Luke Wolfenden"	"Project Grants"	"Standard Project Grant"	"A randomised controlled trial of an online intervention to improve healthy food purchases from primary school canteens"	"University of Newcastle"	"NSW"	"University"	"2017"	"2019"	725372.5	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Health Promotion"	"health services"	"child health"	"health promotion"	"implementation"	"dissemination"	"Children use school canteens to purchase food more frequently than any other food outlet. Online canteens, where school lunches are ordered via the web, are increasingly prevalent in Australian schools. The aim of this study is to assess the effectiveness of integrating consumer behaviour strategies (such as menu labelling, promoting and product positioning) into an online canteen ordering system in reducing the total energy, saturated fat, sugar and sodium content of student lunch orders."
1120215	2016-12-03	"A/Pr Lisa Jamieson"	"Project Grants"	"Standard Project Grant"	"HPV and oropharyngeal cancer in Indigenous Australians"	"University of Adelaide"	"SA"	"University"	"2017"	"2021"	1547109.4	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal health"	"oesophageal cancer"	"cancer epidemiology"	"cancer progression"	"human papillomavirus (HPV)"	"Oropharyngeal cancers are frequently excluded cancers affecting Aboriginal and Torres Strait Islander Australians. HPV is a significant risk factor for oropharyngeal cancer. HPV vaccination is effective against HPV, with some promise that current vaccines may prevent oral infections; potentially reducing the risk of oropharyngeal cancer. The project will have important outcomes to improve risk of HPV infection and oropharyngeal cancers among Aboriginal and Torres Strait Islander Australians."
1120201	2016-12-03	"Prof David James"	"Project Grants"	"Standard Project Grant"	"Dissecting Rapamycin sensitive and insensitive effects of mTOR"	"University of Sydney"	"NSW"	"University"	"2017"	"2020"	1183240.8	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Signal Transduction"	"protein kinases"	"protein synthesis"	"protein phosphorylation"	"Drosophila melanogaster"	"insulin signalling"	"All cells possess machinery that can sense nutrient availability and trigger cell growth and nutrient storage pathways. However, nutrient oversupply is detrimental to health. Recently, it was shown that drugs that inhibit the nutrient sensors have life extending effects. Our laboratory has discovered a novel mechanism by which these drugs might be mediating these beneficial effects that could change the way we think about the beneficial effects of these drugs and their mode of action"
1120137	2016-12-03	"Prof John Miners"	"Project Grants"	"Standard Project Grant"	"The molecular basis of cytochrome P450 ligand binding: Towards predicting enzyme substrate selectivity and drug-drug interaction potential"	"Flinders University"	"SA"	"University"	"2017"	"2019"	558447	"Clinical Medicine and Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Pharmacology and Pharmaceutical Sciences not elsewhere classified"	"drug metabolism"	"drug interactions"	"cytochrome P450"	"enzyme structure"	"enzyme kinetics"	"Cytochrome P450 (CYP) enzymes play a pivotal role in the metabolism (i.e. chemical breakdown) of drugs, a process that is essential for their detoxification and elimination from the body. This project will combine advanced computational and experimental approaches to elucidate the molecular basis for the binding of drugs to CYP enzymes, which is crucial for the design of drugs with favourable metabolic properties and decreased propensity for harmful interactions with co-administered drugs."
1120128	2016-12-03	"Dr Kimberley Wang"	"Project Grants"	"New Investigator Grant"	"Fetal growth restriction, low birth weight and the development of asthma"	"University of Western Australia"	"WA"	"University"	"2017"	"2019"	397003	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"low birth weight infant"	"asthma"	"airway hyper-responsiveness"	"animal model"	"airway remodelling"	"Asthma is a common disease in Australia that causes breathing difficulties. Studies have shown that restricted growth in the womb may be linked to developing asthma in childhood and adulthood. The reason for this isn't clear but we believe that restricted growth may alter the normal development of the baby's airway and lungs. Changes to the normal structure of the lungs leads to a higher risk of developing asthma."
