"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1140906	2017-12-06	"Dr David Stroud"	"Project Grants"	"Standard Project Grant"	"Systems approaches to understanding the assembly of mitochondrial machines"	"Monash University"	"VIC"	"University"	2018	2020	600005	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Systems Biology"	"mitochondria"	"mitochondrial function"	"mitochondrial respiration"	"proteomics"	"mitochondrial disease"	"Mitochondria produce the energy for our bodies. Defects in this process cause mitochondrial disease, which affects at least 1/5000 people. Diagnosis is often inconclusive as we do not understand the function of many proteins important in mitochondrial energy production. State of the art CRISPR gene-editing tools will be coupled with advanced proteomics techniques to model different types of mitochondrial disease and identify the functions of new candidate disease genes."
1140874	2017-12-06	"A/Pr Martin Stone"	"Project Grants"	"Standard Project Grant"	"Mechanisms of Ligand-Selective Signalling by Chemokine Receptors"	"Monash University"	"VIC"	"University"	2018	2020	749428	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Receptors and Membrane Biology"	"chemokine receptor"	"chemokines"	"G protein-coupled receptors"	"mechanisms"	"signalling"	"Receptors are molecules located on the surfaces of cells. They control the response of one cell to chemical signals emitted by different cells. In this project we aim to characterise and understand the molecular details of how a receptor can respond differently to distinct chemical signals. The results of this study will help to guide future development of medicines to control white blood cell migration into tissues during inflammatory diseases such as heart disease, diabetes and arthritis."
1140867	2017-12-06	"A/Pr Martin Stone"	"Project Grants"	"Standard Project Grant"	"Discovery and Characterisation of Novel Tick Evasins as Inhibitors of Chemokine-mediated Inflammation"	"Monash University"	"VIC"	"University"	2018	2020	654847	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Biochemistry and Cell Biology not elsewhere classified"	"protein binding"	"chemokines"	"inhibition"	"inflammatory mediators"	"structure-function"	"An important aspect of inflammatory diseases is the migration of white blood cells into the affected tissues. This is controlled by a group of proteins called chemokines. Ticks, which live on mammalian hosts, produce proteins called evasins, which interact with host chemokines and thereby prevent inflammatory responses. This project will discover new tick evasins, study their chemokine interactions and investigate their ability to block inflammation in allergic asthma."
1140820	2017-12-06	"A/Pr Marcel Nold"	"Project Grants"	"Standard Project Grant"	"Exploring and Targeting the Anti-Inflammatory Signalling Mechanisms of Interleukin 37"	"Monash University"	"VIC"	"University"	2018	2020	1018306	"Basic Science"	"IMMUNOLOGY"	"Immunology not elsewhere classified"	"cytokine signalling"	"cytokine therapy"	"monocyte/macrophage"	"transcriptional regulation"	"anti-inflammatory"	"Cytokines are messenger proteins that function as master regulators of biological processes; thus they play central roles in many diseases. The rare cytokines that block inflammation do so by dampening the immune system’s potentially destructive force, making them attractive targets for drug development. We showed that interleukin 37 is a powerful anti-inflammatory cytokine, and will now evaluate its mechanisms of action and its efficacy against several severe diseases, including cancer."
1140807	2017-12-06	"A/Pr Julie Redfern"	"Partnerships"	"Partnership Project for Better Health"	"QUality improvement in primary care to prevent hospitalisations and improve Effectiveness and efficiency of care for people Living with heart disease (QUEL)"	"The George Institute for International Health"	"NSW"	"Research"	2018	2021	828305.4	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"quality improvement"	"secondary prevention"	"cost-effectiveness"	"health outcomes"	"health services"	"Heart disease accounts for a great number of deaths and admissions to hospital. We aim to improve ongoing prevention for people with heart disease by supporting general practices to use their data and provide more systematic care. We propose a randomised trial to determine whether a practice level strategy reduces cardiovascular events and hospitalisations and saves money. The research will directly inform government decision-making and policy regarding primary care incentive payment programs."
1140808	2017-12-06	"A/Pr Joseph Rosenbluh"	"Project Grants"	"New Investigator Grant"	"Targeted therapy in APC deleted colon cancers"	"Monash University"	"VIC"	"University"	2018	2020	539428	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"targeted therapy"	"colon cancer"	"functional genomics"	"endoplasmic reticulum"	"Wnt signalling"	"Despite the high mortality associated with colon cancer only limited therapy options are available to treat these cancers. Here we propose a new strategy for inhibiting colon cancers driven by a specific type of mutations. Our preliminary data show that loss of DNA encoding a tumor suppressor gene creates a unique vulnerability in colon cancers. The aim of this proposal is to exploit this vulnerability as a strategy for combating colon cancer."
1140756	2017-12-06	"Dr Leanne Sakzewski"	"Project Grants"	"Standard Project Grant"	"Participate-CP: Optimising participation in physically active leisure for children with cerebral palsy: A randomised controlled trial"	"University of Queensland"	"QLD"	"University"	2018	2021	1014871.6	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Physiotherapy"	"cerebral palsy"	"participation"	"physical activity"	"paediatric"	"clinical trial"	"In Australia, 35,000 people have cerebral palsy, who compared to able-bodied peers, are less active with a greater risk of chronic, life-limiting health conditions. There are currently no effective interventions for children with cerebral palsy to increase their physical activity and participation in active leisure activities. We have promising data about a new intervention, called Participate-CP, which we will test in 80 children with cerebral palsy and compare results to usual therapy care."
1140715	2017-12-06	"Prof Geoffrey Lindeman"	"Project Grants"	"Standard Project Grant"	"BRCA-P: An international randomised phase III study evaluating the RANK ligand inhibitor denosumab for the prevention of breast cancer in BRCA1 mutation carriers"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	2018	2022	2589048.9	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Molecular Targets"	"breast cancer prevention"	"BRCA1"	"clinical trial"	"targeted therapy"	"gene mutations"	"Women with a faulty BRCA1 gene are at high lifetime risk for breast cancer. Identifying a safe and effective prevention therapy is therefore a ‘holy grail’. We have discovered that denosumab, used to treat osteoporosis or breast cancer spread to bone, could be ‘repurposed’ as a prevention drug. BRCA-P is an international randomised controlled study that will determine if denosumab prevents breast cancer. Associated translational research will facilitate swift transfer to the clinic."
1140708	2017-12-06	"Dr Carol Dobson-Stone"	"Project Grants"	"Standard Project Grant"	"The role of mutant CYLD in frontotemporal dementia and motor neuron disease"	"University of Sydney"	"NSW"	"University"	2018	2021	963216	"Basic Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"frontotemporal dementia"	"motor neuron disease (MND)"	"amyotrophic lateral sclerosis"	"autophagy"	"cell biology"	"We have identified a new gene that when mutated causes dementia and motor neuron disease (MND), diseases that are currently incurable. This project will examine how this mutated gene affects cell functions to cause nerve cell death, using cutting-edge cell and mouse models of disease, and find out whether people who have more common variants of this gene are at greater risk of developing dementia or MND. This knowledge is crucial for diagnosing and developing therapies for these disorders."
1140706	2017-12-06	"Prof Robert McLachlan"	"Partnerships"	"Partnership Project for Better Health"	"Health and fertility of young men conceived using intra-cytoplasmic sperm injection"	"Monash University"	"VIC"	"University"	2018	2019	362570.2	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"assisted reproductive technology (ART)"	"young adults"	"fertility"	"genetic influences"	"disease susceptibility"	"The injection of a single sperm into the egg (ICSI) has been the main IVF treatment for men with poor sperm quality since 1993 but is now often used for other types of infertility. Concern has been raised about the health of the children. We will approach >800 parents and their adult sons conceived using ICSI and will assess his general health and development, and fertility. This work will improve patient counselling and practice guidelines, and direct research into the safety of ICSI."
1140707	2017-12-06	"Prof Mark Bellgrove"	"Project Grants"	"Standard Project Grant"	"Neurophysiology of attention deficits after right hemisphere stroke"	"Monash University"	"VIC"	"University"	2018	2020	611742	"Basic Science"	"PSYCHOLOGY"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"attention"	"stroke"	"electroencephalogram (EEG)"	"spatial neglect"	"cognitive neuroscience"	"Stroke is a common and debilitating condition affecting thousands of Australians per year.  Problems of attention are common after right hemisphere stroke and arise from lesions to multiple different brain regions.  This project utilises a unique multi-modal approach to understand the neurophysiology of sensory, attentional, decision-making and motoric aspects of deficit after right hemisphere stroke and will map these objective signatures to discrete lesion locations."
1140626	2017-12-06	"A/Pr Alicia Oshlack"	"Project Grants"	"Standard Project Grant"	"Unlocking hidden cancer drivers using transcriptome data"	"Murdoch Childrens Research Institute"	"VIC"	"Research"	2018	2020	700472.5	"Basic Science"	"GENETICS"	"Gene Expression (incl. Microarray and other genome-wide approaches)"	"bioinformatics"	"leukaemia"	"RNA"	"cancer"	"systems biology"	"New sequencing technologies allow us to get an unbiased look at the molecular signalling in a tumour. However this information is very complex and need specialised methods in statistic and computation in order to make new discoveries. Here will will develop analysis methods to find novel transcriptional variants in cancer and then test them in the lab in order to understand if our discoveries are responsible for causing cancer."
