Year,Name,"Award Category",Award,"Higher Education Institution","Partner (where applicable)",Discipline,"Project Title","ORCID ID"
2020,"Mary Hopkins","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Zoology, Ornithology, Entomology, Behavioural Sciences Biology","Preclinical and clinical investigation of the endocannabinoid system as a viable novel target for diagnosis and treatment of low back pain.",https://orcid.org/0000-0001-9797-3850
2020,"Marylette Roa","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Microbiology, Virology and Mycology","Diversity and ecology of squamate gut microbiome",https://orcid.org/0000-0001-5167-1953
2020,"Mateus Emerson de Souza Miranda","Early Career","Postgraduate Scholarship Programme","Mary Immaculate College, Limerick",,Linguistics,"Spoken grammar construction and pragmatic features across the Common European Framework of Reference (CEFR): An interlanguage corpus study",https://orcid.org/0000-0003-2575-8769
2020,"Megan Brien","Early Career","Postgraduate Scholarship Programme","Technological University Dublin",,History,"A History of Interior Design for Autism in Ireland, 1969 to present.",https://orcid.org/0000-0001-8828-6848
2020,"Meghan Winterlich","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Macromolecular and Materials Chemistry","Synthesis and characterisation of novel magnetic metal organic frameworks for a targeted delivery of anti cancer drugs through magnetic dynamic therapy",https://orcid.org/0000-0003-0681-9212
2020,"Melissa Bohnert","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Sociology,"Social Inequalities in Child Time Use and Development in Ireland: A Mixed-Methods Longitudinal Approach",https://orcid.org/0000-0002-8077-4297
2020,"Michela Dianetti","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Italian,"The Narrative of Objects as Ethical Facts in Iris Murdoch and Elsa Morante.",https://orcid.org/0000-0002-3248-9440
2020,"Mohamed Beshr","Early Career","Postgraduate Scholarship Programme","Technological University Dublin",,"Condensed Matter Physics","Plasmon mapping of SERS-active nanostructures for prostate cancer detection using scanning probe energy loss spectroscopy",https://orcid.org/0000-0002-1540-4409
2020,"Mohammad Aboomar","Early Career","Postgraduate Scholarship Programme","Dublin City University",,Languages,"Evolutionary Biology in Contemporary Arabic Translation: Impact of Culture on the Dissemination of Science",https://orcid.org/0000-0002-1391-5061
2020,"Mohammad Ali Shafiei","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Computer Software","Self-protecting cyber-physical systems",https://orcid.org/0000-0002-0860-9473
2020,"Mohammadali Sahebalzamani","Early Career","Postgraduate Scholarship Programme","Dublin City University",,"Medical and Biomedical Engineering","Multifunctional bone scaffold materials for segmental bone defect repair: development and characterisation of mechanically robust nanocomposite scaffolds with controlled degradation rate and tuneable local surface stiffness fabricated via Layer-by-layer assembly",https://orcid.org/0000-0002-3775-5816
2020,"Moonyoung Hong","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Literatures,"Tom Murphy's Theatre of Everyday Space",https://orcid.org/0000-0003-3263-4641
2020,"Nandini Gupta","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin","Department of Foreign Affairs",Politics,"The Wandering Minstrels of Hope: Tracing the Role of Women’s Grassroots Peacebuilding in Kashmir and Northern Ireland",https://orcid.org/0000-0002-4032-8524
2020,"Naomi Corlett","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Philosophy,"Temporal Asymmetry, Causation and the Open Future",https://orcid.org/0000-0002-9098-6146
2020,"Natalia Burakowska","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Philosophy,"The Phenomenology of Dementia: An Embodied-Cognitive Account",https://orcid.org/0000-0001-7462-843X
2020,"Nathan Fox","Early Career","Postgraduate Scholarship Programme","Maynooth University",,"Theoretical Physics","Anyonic quantum computation in spinor Bose-Einstein condensates",https://orcid.org/0000-0003-3502-5518
2020,"NEHA KAMRANI","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Literatures,"Representations of Sexual Violence in Contemporary Irish and Indian Theatre",https://orcid.org/0000-0002-9973-8480
2020,"‪Nery Ramati‬‏","Early Career","Postgraduate Scholarship Programme","Dublin City University","Department of Foreign Affairs",Politics,"The Use of Preventive Artificial Intelligence Tools in Counter-Terrorism (PAITCT) and their Impact on Human Rights: The Case of the Israeli Security Agency (ISA) AI Tool.",https://orcid.org/0000-0002-3382-4239
2020,"Niamh O'Callaghan","Early Career","Postgraduate Scholarship Programme","Institute of Technology, Sligo",,Education,"“Taking Back Control” : An investigation into the current dietary patterns of Irish Cancer Survivors and their relationship with food and nutrition.",https://orcid.org/0000-0002-8652-9989
2020,"Nicholas O'Neill","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Sociology,"Marketisation of home care in Ireland: a geographical perspective focusing on the private sector",https://orcid.org/0000-0002-0687-3887
2020,"Nikolett Warner","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Psychology,"Being diagnosed with cancer promoting genetic mutations BRCA 1 and 2 in Ireland: Development of an intervention to enhance coping skills and improve knowledge.",https://orcid.org/0000-0003-0975-0441
2020,"Oisin Patrick Culhane","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Theoretical Physics","Non-equilibrium thermodynamics of quantum clocks",https://orcid.org/0000-0002-7717-9585
2020,"Orlaith Darling","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Literatures,"‘Something familiar about the shape’: association and alienation in  Irish women’s contemporary short fiction",https://orcid.org/0000-0001-6886-7530
2020,"Paddy Cahalane","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Condensed Matter Physics","Generative machine-learning models for chemical design",https://orcid.org/0000-0003-0360-4646
2020,"Peadar Kearney","Early Career","Postgraduate Scholarship Programme","Maynooth University",,French,"Blurred Boundaries and Fluid Selves: Post-Identity Francophone Cinema",https://orcid.org/0000-0001-7739-4990
2020,"Peter Shannon","Early Career","Postgraduate Scholarship Programme","Maynooth University",,Musicology,"Schubert’s Ninth Symphony: a composer’s ability to heal.  (A conductor’s reading of Schubert’s Ninth symphony through the prism of Hans Georg Gadamer)",https://orcid.org/0000-0002-4869-7762
2020,"Peter Weakliam","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Irish Language Studies","An analysis of the theme of freedom in Pádraig Ó Cíobháin’s fiction",https://orcid.org/0000-0002-9199-2476
2020,"Philip Gavin","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Law,"The Influence of Creditors on Corporate Direction Across Common Law Jurisdictions",https://orcid.org/0000-0002-5295-8021
2020,"Phoebe Brown","Early Career","Postgraduate Scholarship Programme","University of Limerick",,"Theatre Studies","The potential for perceptible process: an exploration of the interconnections between differential equations (DEs) and contemporary dance choreography.",https://orcid.org/0000-0002-4149-0021
2020,"Pierce Sinnott","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Condensed Matter Physics","“Pleatronics”: 2D Material Pleat Self-Assembly and Superlubricity",https://orcid.org/0000-0002-9092-3583
2020,"Prosscovia Nambatya","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Law,"Making Cross Boarder Securities Markets Work for Africa: Is Integration the Solution?",https://orcid.org/0000-0003-4549-692X
2020,"Rachel Healy","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Cultural Studies","Portraits of Giorgio Cornaro and his Heirs: Resolving issues of Identity, Authorship and Patronage in Renaissance Venice and Beyond",https://orcid.org/0000-0002-1795-5028
2020,"Ramesh Premaratne Ganohariti","Early Career","Postgraduate Scholarship Programme","Dublin City University",,Politics,"Impact of citizenship constellations on de facto states: A comparative analysis of post-Soviet de facto states",https://orcid.org/0000-0003-3981-4207
2020,"Rasha Alshaikh","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Medicinal and Biomolecular Research","Hydrogels for the intraocular delivery of sphingosine -1-phosphate agents in the management of retinal diseases",https://orcid.org/0000-0003-2747-5084
2020,"Rebecca Brady","Early Career","Postgraduate Scholarship Programme","Technological University Dublin",,"Applied Mathematics","Mathematical Models Linking Neuronal and Behavioural Responses in Parkinson’s disease",https://orcid.org/0000-0001-5062-1137
2020,"Richael Connolly","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Business & Management","How does the Artisan Food Entrepreneur (AFE) experience business growth? An examination of business growth in a ‘post growth’ context.",https://orcid.org/0000-0001-5461-3193
2020,"Robert Byrne","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Astronomy and Space Science","Minding the Gap: Searching for Low Luminosity Transients in Nearby Galaxies",https://orcid.org/0000-0001-7766-1737
2020,"Robert Feeney","Early Career","Postgraduate Scholarship Programme","University College Cork",,Literatures,"The Ghosts of Lafcadio Hearn: A Novel",https://orcid.org/0000-0001-6589-519X
2020,"Robert Watson","Early Career","Postgraduate Scholarship Programme","University College Dublin","Environmental Protection Agency","Geography & Physical Geography","A multi-data machine learning approach to identifying, mapping and characterising sinkhole populations in karst environments",https://orcid.org/0000-0002-7086-3237
2020,"Roisin O'Malley","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Psychology,"Learning from what goes well: Improving the quality of primary care",https://orcid.org/0000-0003-3748-1744
2020,"Sandra Costello","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Film Studies","Institutional Acts of Watching in Irish Cinema: Surveillance, Power and the Camera",https://orcid.org/0000-0002-6356-4220
2020,"Sandra-Carina Noble","Early Career","Postgraduate Scholarship Programme","Maynooth University",,"Medical and Biomedical Engineering","Accelerating stroke rehabilitation using iterative learning applied via a brain-computer interface",https://orcid.org/0000-0002-0649-5441
2020,"Sarah Greeley","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Business & Management","Leading the Way: Developing the Identity of Future Leaders",https://orcid.org/0000-0002-9132-3133
